Day,Month,Year,MinPressure,MaxPressure,MinVapour,MaxVapour,MinRelativeHumidity,MaxRelativeHumidity,MinTemperature,MaxTemperature,Rain,MinRadiation,MaxRadiation
2,9,1992,1001.6,1004.4,33,33.2,73,72,33.1,27.4,0,3.02,1.41
3,9,1992,1002.2,1005.4,31.7,30.4,92,87,29.8,24.8,42.2,1.28,1.24
4,9,1992,1001.2,1003.7,31.7,34,82,79,33,25.8,0.6,3.76,1.76
5,9,1992,999.4,1003.3,32.8,32.4,76,72,33.8,26.3,0.7,3.23,1.28
6,9,1992,999,1003.8,33.2,31.3,78,73,33.3,26.4,0.4,3.32,1.34
7,9,1992,1000.1,1003,32.4,33.2,85,85,32.7,26.2,26.8,3.03,1.94
8,9,1992,998.4,1000.7,32.4,33.4,79,83,32.4,26.5,8,2.63,2.02
9,9,1992,997.8,1002.1,34.6,33.4,82,87,33.4,26.6,1.3,3.03,1.67
10,9,1992,999,1003.7,33.8,33.6,77,81,33,26.6,0.3,3.03,2
11,9,1992,1001.4,1004.4,32.4,32.2,92,93,29,25.5,13.7,1.57,1.46
12,9,1992,1001,1003.6,33,32.1,87,85,31.3,26.4,0.8,2.35,1.65
13,9,1992,1001.2,1006.1,33.8,33.2,86,78,34,26.4,0,2.75,1.8
14,9,1992,1003,1007.9,26.9,28.3,59,65,34.6,26.4,0,3.41,1.54
15,9,1992,1004.5,1008,28.4,30.9,59,70,35.5,26.2,0,3.08,1.46
16,9,1992,1004.3,1008.2,29.6,30.4,63,66,34.1,27,0,2.91,1.55
17,9,1992,1004.2,1007.1,31.9,31.7,78,73,33.6,26.6,0,2.76,1.53
18,9,1992,1004.6,1007.5,32.6,28.6,77,64,34,26.2,0,2.85,1.41
19,9,1992,1005.1,1008.8,29.1,28.3,71,62,34.6,26.2,0,2.93,1.07
20,9,1992,1005.9,1009.6,30.4,29.8,66,66,34.6,26.3,0,2.77,1.61
21,9,1992,1004.9,1008.6,28.9,31.3,62,73,33.8,26.5,0,2.84,1.59
22,9,1992,1003.2,1005.5,30,30.5,67,68,34.2,26.6,0,2.54,1.56
23,9,1992,1001.8,1005.1,28.9,29.3,62,67,32.8,26.6,0,1.89,1.46
24,9,1992,1001.9,1006.6,33.2,30,78,90,32,23.8,7.9,2.47,1.92
25,9,1992,1003.3,1006.6,32.8,33,82,87,28.6,24.2,18.2,0.77,0.67
26,9,1992,1003.1,1006.6,31.3,32.4,97,92,29.2,24.4,48.1,1.56,0.7
27,9,1992,1003.9,1008.6,30.2,30,86,92,30.2,24.4,48,1.99,1.67
28,9,1992,1005.2,1010.3,32.1,32.1,85,82,32.5,26,0,1.78,1.52
29,9,1992,1006.8,1011.7,30.2,26.1,74,75,31.8,22.8,0,3.17,0.94
30,9,1992,1007.2,1010.8,29.1,28.3,73,70,32.8,24.4,0,2.08,1.24
1,10,1992,1006.6,1010.3,30.2,34.2,70,80,34,26.4,0,2.59,1.34
2,10,1992,1005.9,1011.9,30.4,31.7,71,73,33.3,26.2,0,2.27,1.25
3,10,1992,1008.1,1011.1,28.4,32.8,71,78,32.6,25.6,0,2.07,1.13
4,10,1992,1006.5,1009.1,29.8,31.9,74,77,33,26,9.5,2.45,1.17
5,10,1992,1004.7,1009.8,30.5,33.6,68,75,33.4,25.6,0.6,2.98,1.18
6,10,1992,1006.5,1011.2,29.8,31.7,74,75,32,24.4,0.1,2.97,1.4
7,10,1992,1007.5,1011.3,31.1,31.5,78,74,33.4,24.7,0,2.84,0.98
8,10,1992,1007.1,1011.1,30.7,33.2,69,72,34,25.8,0,2.71,1.61
9,10,1992,1008.6,1012.3,28.3,32.4,76,72,32.7,25.6,0,2.43,2.12
10,10,1992,1007.8,1011.6,30.2,32,79,75,34,24.6,5.5,3.24,1.84
11,10,1992,1006.8,1009.8,31.7,30.2,79,70,33.8,24.5,0,3.04,0.92
12,10,1992,1004.8,1007.9,29.5,30.2,68,70,34.8,25.6,0,3.01,1.37
13,10,1992,1004.9,1007.1,33.2,32.1,97,75,33.8,25.6,26,2.46,1.13
14,10,1992,1003.5,1005.6,31.9,32.6,77,81,33.7,27.4,0,2.39,1.1
15,10,1992,1002,1005.4,29.1,27.4,66,64,33.4,26.1,0,2.55,1.1
16,10,1992,1002.3,1006,26.7,29.8,67,70,32.2,24.3,0,2.81,1
17,10,1992,1003.2,1007.6,28.3,31.1,70,78,32.4,24.3,0,2.46,1.16
18,10,1992,1005.1,1010.1,27.6,30.4,67,84,32,24.3,0,2.85,1.07
19,10,1992,1007.5,1011.6,27.9,30.5,67,76,31.4,24.7,0,2.82,1.2
20,10,1992,1009.3,1010.4,27.1,29.1,87,85,30.5,24.4,3.2,2.13,1.74
21,10,1992,1006.9,1006.6,29.5,27.9,96,88,26,24,2.4,1.19,1.17
22,10,1992,1004.3,1007.4,28.1,26.6,90,82,31.3,22,3.6,2.72,1.13
23,10,1992,1005.1,1010.4,24.7,23.2,64,64,31.8,20.3,0,2.59,1.02
24,10,1992,1008,1012,22.9,24.3,63,68,32.4,21,2.4,2.63,0.97
25,10,1992,1009.7,1014.7,21.4,21.6,56,63,32,20.9,0,2.55,0.84
26,10,1992,1011,1015.2,19.4,20.1,52,53,31.7,19.7,0,2.4,0.98
27,10,1992,1012.1,1016.3,19.5,23.2,55,69,30.4,18.9,0,2.57,0.93
28,10,1992,1012.3,1015.6,20.8,25.2,60,78,30.5,20,0,2.62,0.86
29,10,1992,1011.9,1014.6,22,21.3,60,61,31.8,21.6,0,2.59,1.83
30,10,1992,1011.3,1013.1,25.2,25.9,61,74,32.4,22.8,0,2.72,0.93
31,10,1992,1009.6,1013.3,25.9,25.5,63,70,33.2,22,0,2.7,3.28
1,11,1992,1010.4,1014.3,23.7,29.7,57,77,33.8,22.8,0,2.87,0.98
2,11,1992,1010.9,1014.8,27.1,27.1,64,69,33.2,22.6,0,2.63,0.75
3,11,1992,1011.7,1014.7,19.7,24.1,49,67,32,21.6,0,2.55,1.09
4,11,1992,1011.1,1015,22.5,23.4,59,65,31.6,20.7,0,2.38,1.33
5,11,1992,1011,1014.1,19.3,20,53,54,31.2,20.4,0,2.34,1.6
6,11,1992,1011.4,1014.6,20.5,19.9,53,59,31.2,22,0,2.15,1.35
7,11,1992,1010.7,1014.8,16.9,17.7,48,50,30.3,19.4,0,2.26,0.96
8,11,1992,1011.5,1015,17.1,18.3,51,59,30.4,19,0,2.26,0.98
9,11,1992,1011.6,1016.1,15.9,17.1,47,59,30,17.2,0,2.3,0.93
10,11,1992,1013,1016.1,17,16.6,54,56,30.8,18,0,2.24,0.95
11,11,1992,1012.6,1016.5,19.4,21.8,56,75,30.3,18,0,2.12,0.9
12,11,1992,1013.8,1017.8,19.3,23.4,56,75,30,18,0,2.09,0.87
13,11,1992,1013.8,1017.4,22.4,22.8,63,66,31.5,20.2,0,2.34,0.94
14,11,1992,1012.9,1015,23.2,22.1,67,67,31.2,20,0,2.03,0.81
15,11,1992,1011.8,1016.2,22.5,20,64,69,30.2,19.4,0,2.08,1.01
16,11,1992,1012.5,1015.3,22.8,20.2,66,69,29.8,18.9,0,2.28,1.42
17,11,1992,1011.8,1015.1,20.2,17.9,61,57,29.5,18.2,0,2.02,1.25
18,11,1992,1011.3,1015.7,18.9,19.3,57,64,26,21.4,0,0.67,0.75
19,11,1992,1012.5,1015.3,22.8,20.2,66,69,29.8,18.9,0,1.65,1.3
20,11,1992,1011.9,1014.2,20.4,19.6,63,70,28.6,18.7,0,1.41,1.38
21,11,1992,1010.1,1012,22.1,18.9,69,64,29.5,18.6,0,2.01,0.72
22,11,1992,1008.4,1015.2,19.4,17.9,61,60,30.4,17,0,2.03,0.67
23,11,1992,1012.9,1017.2,20.1,22.5,59,71,31.4,18,0,1.63,0.88
24,11,1992,1014.1,1018.7,20.2,21.8,58,85,22.2,20.8,0,2.19,0.95
25,11,1992,1015.8,1017.6,22.1,20,86,87,26.4,16.8,1.6,0.7,0.75
26,11,1992,1012.9,1016.1,19.5,17.6,74,70,27.4,15.6,0,2.09,0.76
27,11,1992,1012.2,1017.1,18.2,17.8,64,70,28,15.4,0,2.06,0.69
28,11,1992,1014.1,1018.7,16.2,17,54,63,28.4,15,0,2.37,0.83
29,11,1992,1015.2,1018.8,18.2,18.2,63,69,28.8,16,0,2.59,1.01
30,11,1992,1014.5,1017.2,20.5,21.3,66,73,27.6,18.4,0,2.08,1.35
1,12,1992,1013.8,1017.6,20.9,21.7,67,82,27,17.6,0.1,2.38,1.11
2,12,1992,1013.4,1016.1,20,23.1,69,96,26.4,17.6,0,2.26,1.02
3,12,1992,1012.8,1017.5,20.8,20.9,73,82,27.6,16.2,0,2.38,0.97
4,12,1992,1015.1,1019.2,20.9,19.5,75,78,27.8,16.1,0,2.39,0.87
5,12,1992,1016.1,1020.4,20.9,18.4,72,73,27.4,17.1,0,2.28,0.8
6,12,1992,1017,1020.5,18.4,16.9,64,68,26.6,14.7,0,2.39,0.99
7,12,1992,1016.5,1018.5,14.5,15.9,55,69,26,14.4,0,2.66,0.72
8,12,1992,1014.3,1017.8,14.3,16.1,55,70,26.2,13.2,0,2.44,0.74
9,12,1992,1014.2,1017.7,17,15.3,67,67,25.9,12.8,0,2.4,0.76
10,12,1992,1014.3,1018.5,15.7,15.3,61,67,26.6,12.7,0,2.25,0.82
11,12,1992,1013.8,1019.3,16.5,15.6,63,70,26.2,14,0,2.42,0.71
12,12,1992,1014.8,1017.7,16.8,14.6,65,71,25.8,12.5,0,2.09,1.06
13,12,1992,1013.6,1017.2,16.5,15.2,64,70,26.3,12.4,0,2.25,0.81
14,12,1992,1013.7,1017.8,16.5,17,66,80,25.8,12.7,0,2.28,0.81
15,12,1992,1014.8,1019,14.3,12.6,58,60,26,12.6,0,2.44,0.67
16,12,1992,1015.2,1019.2,14.5,11.8,60,58,26.4,12.2,0,2.4,0.77
17,12,1992,1015.5,1018.8,14.6,13,62,67,25.7,10.2,0,2.32,0.79
18,12,1992,1015.1,1019.4,13.7,14,57,75,26.4,9.9,0,2.09,0.93
19,12,1992,1015.9,1019.6,14.2,14.5,59,76,26,11,0,2.24,0.86
20,12,1992,1015.9,1020.6,15.4,14.7,62,76,25.6,11.9,0,2.15,0.93
21,12,1992,1016.4,1019.8,15.4,14.4,65,72,25.8,13,0,2.43,0.81
22,12,1992,1016.5,1019.5,15.4,14.3,62,68,27,11.9,0,2.28,0.87
23,12,1992,1015.2,1018.9,16.8,16.6,67,85,25,13,0,1.85,1.01
24,12,1992,1014.7,1017.1,17.4,14.4,70,72,26.4,12,0,2.52,0.72
25,12,1992,1013,1017.9,14.9,14.7,60,76,28,10.6,0,2.26,0.8
26,12,1992,1014.1,1017,14.3,17,58,81,27.8,12,0,2.06,0.8
27,12,1992,1013.8,1018.1,16.3,16.8,62,86,27,12.9,0,2.2,0.91
28,12,1992,1014.3,1018,14.9,15,57,68,27.8,11.8,0,2.25,0.84
29,12,1992,1014.8,1019.9,14.3,17,55,81,28.8,12.5,0,2.04,0.86
30,12,1992,1016.6,1020.5,14.1,16.5,59,75,27,13.7,0,1.7,1.14
31,12,1992,1016.7,1021.1,21.8,16.1,78,80,26.6,14.6,0,1.7,1.14
1,1,1993,1016.6,1020.5,15,16,59,82,25.4,12.4,0,1.95,1
2,1,1993,1016.2,1019.9,14,15.8,63,83,24.2,12.6,0,2.15,1.16
3,1,1993,1015.9,1019.1,16.5,17.3,66,80,29.4,12.4,0,1.93,1.01
4,1,1993,1013.7,1016.5,19,22.1,63,91,28.6,18,0,2.33,1.08
5,1,1993,1014.1,1019.4,19.4,17.5,63,82,26.8,15.8,0,2.1,0.99
6,1,1993,1015.3,1017.8,16.7,17.3,60,80,27.2,14.8,0,2.01,1.02
7,1,1993,1012.6,1015,18.8,22.5,67,100,29.6,16.4,0,2.23,1.24
8,1,1993,1010.1,1015.9,23.4,23.1,73,91,30,18.6,0,2.23,1.08
9,1,1993,1011.7,1017.3,19.1,24.1,60,91,28.2,19.2,0,1.72,1.23
10,1,1993,1013.1,1016.9,22.5,17.7,74,77,23.4,17.8,0.3,1.6,1.45
11,1,1993,1013.7,1014.8,17.6,17.7,73,83,23.8,14.9,0.3,1.5,1.41
12,1,1993,1012.8,1010.8,18.8,17.4,74,77,26.5,17.6,0.4,1.86,1.39
13,1,1993,1009.1,1012,19.9,16.4,70,84,24.6,16.8,34,2.21,1.13
14,1,1993,1009.9,1014.7,15.7,11.2,61,57,24,11.8,34,2.61,0.78
15,1,1993,1010.5,1017.1,12.7,11.9,53,62,26,10.3,0,2.63,0.69
16,1,1993,1012.7,1016.9,11.2,12,46,60,27,11.2,0,2.38,0.94
17,1,1993,1011.8,1015.1,14.2,14.5,49,69,28.4,12.3,0,2.53,0.72
18,1,1993,1011,1015.9,16.6,13.8,56,61,26.3,14.8,0,2.18,1.02
19,1,1993,1013,1016.4,15.8,11.8,56,61,24.3,13.4,0,2.71,0.74
20,1,1993,1012.1,1017,9.4,9.7,39,50,23.1,11.8,0,2.39,0.98
21,1,1993,1012.4,1017.1,11.9,10.5,51,56,22.6,9.7,0,2.68,0.84
22,1,1993,1014,1018.6,10.1,10.4,46,59,24.1,9.2,0,2.42,0.74
23,1,1993,1014.4,1018.4,12.6,12.2,50,67,24,10.3,0,2.44,0.81
24,1,1993,1013.5,1017.9,9.4,10.9,39,57,24.6,10.4,0,2.72,0.75
25,1,1993,1014,1017.9,8.5,10.7,34,57,24.2,9.8,0,2.51,0.74
26,1,1993,1013.9,1017.4,11,9.3,46,48,25.6,9.4,0,2.61,0.7
27,1,1993,1013.7,1017.4,9.8,10.2,36,51,25.2,11.2,0,2.52,0.85
28,1,1993,1013.5,1018,9.7,11.6,38,66,25.7,9.6,0,2.52,0.77
29,1,1993,1014.6,1017.6,8.4,13.9,33,74,27.2,11,0,1.95,0.96
30,1,1993,1013.8,1017.7,15.4,18.1,55,84,28,14.8,0,2.71,0.89
31,1,1993,1014.3,1018.8,11.1,19.3,35,98,29.2,14.4,0,2.57,0.98
1,2,1993,1014.8,1020,17.6,16.1,54,73,26.2,17.8,0,2.57,1.11
2,2,1993,1017.8,1021.4,16.6,16.2,59,77,26.6,14.7,0,2.57,0.9
3,2,1993,1017.7,1021.6,16.2,15.4,54,65,28,15.2,0,2.5,0.77
4,2,1993,1017.2,1021.6,13,14.1,39,58,28.2,13.5,0,2.61,0.78
5,2,1993,1017.2,1020.4,12.9,14.4,41,66,28.2,14,0,2.36,0.91
6,2,1993,1015.9,1018.7,14.1,15.8,45,72,30,14.3,0,2.41,0.91
7,2,1993,1014.4,1017.3,14.3,15.7,43,63,29.3,14.7,0,2.11,1.02
8,2,1993,1012.4,1015.5,16.1,20.2,47,92,30,15.9,0,2.13,0.99
9,2,1993,1011.6,1015.5,17.5,22,51,44,30.2,16.5,0,2.16,1.04
10,2,1993,1012,1015.8,19.1,22.7,55,86,29.2,16.5,0,2.39,0.99
11,2,1993,1012.8,1016.9,18.2,21.7,53,82,29.5,17.2,0,2.12,1.18
12,2,1993,1013.1,1016.5,20.8,22.8,62,78,30.2,18.5,0,2.09,1.13
13,2,1993,1010.9,1014,20.2,23.2,56,77,32.4,21.2,0,2.45,1.08
14,2,1993,1008.5,1011.4,20.4,25,55,79,34,20.6,0,2.94,0.76
15,2,1993,1006.4,1010.8,11.5,25.6,27,82,32.8,18.7,0,2.97,0.73
16,2,1993,1005.6,1008.1,16.6,19.4,41,61,34.8,18.1,0,2.64,0.71
17,2,1993,1002.3,1006.1,14.9,26.6,34,79,34.8,23,0,2.67,0.8
18,2,1993,1002.8,1007.2,25.6,27.1,63,81,34,23.7,0,2.53,1.02
19,2,1993,1003.5,1008.6,29.3,27.9,77,84,33,22.8,0.8,2.48,1.03
20,2,1993,1004.3,1009.4,26.7,18.4,65,60,29.4,19.4,0,2.08,0.84
21,2,1993,1007.1,1011.2,13,12,39,52,26.2,17.6,0,2.08,1.26
22,2,1993,1007.4,1012.4,22.1,11.2,72,50,25.4,15.2,3.4,2.82,1.08
23,2,1993,1009.7,1015.3,10.1,9.1,37,36,27,11.2,0,3.09,0.88
24,2,1993,1013,1017.3,8.4,12.9,29,52,29.2,13.2,0,2.82,1.25
25,2,1993,1013.9,1018.7,16.5,17.3,51,61,29,16.6,0,2.47,1.16
26,2,1993,1013.7,1015.2,20.5,24.1,59,80,32.1,18.5,0,2.71,1
27,2,1993,1010.7,1015.8,22.9,25.3,61,98,29.1,20.6,0,2.49,1.16
28,2,1993,1012.6,1015.9,17.5,15,48,47,29,18.4,0,2.49,1.72
1,3,1993,1012.3,1016.4,16.3,18.3,47,68,29.6,17.4,0,2.48,1.32
2,3,1993,1014.7,1017.5,17.6,16.8,60,65,29.7,16.2,0,2.89,0.83
3,3,1993,1014.9,1019.2,17.6,16.5,48,54,31.4,17.7,0,3.05,0.72
4,3,1993,1014.1,1017.6,15.3,14.5,37,44,31.8,17.9,0,2.89,0.98
5,3,1993,1011.6,1015,16.6,15.1,41,46,32,19.6,0,3.05,0.84
6,3,1993,1011.1,1017.1,13,12.4,31,40,31.2,18.4,0,3.19,0.92
7,3,1993,1012.8,1016.5,12.6,13.7,33,43,31.3,16.8,0,3.07,0.93
8,3,1993,1011.2,1016.3,10.8,12.5,28,37,32,15.4,0,3.02,1
9,3,1993,1011.3,1015.2,10.9,17.8,27,58,32.4,16.8,0,2.96,0.94
10,3,1993,1010.4,1016,10.9,15.6,27,45,33.4,17.4,0,2.88,1.04
11,3,1993,1010.4,1014.4,14.3,17.7,33,50,35,19.8,0,2.57,1.08
12,3,1993,1009,1012.9,16.1,22.9,34,70,35,19.3,0,2.64,1.09
13,3,1993,1007.3,1010.2,17.1,22.5,37,59,36.4,22.6,0,2.83,0.95
14,3,1993,1005,1009.1,13.7,28.1,27,80,37.3,22.6,0,3,0.88
15,3,1993,1003.5,1008.2,15.7,20.2,30,51,36.2,22.8,0,2.95,1.05
16,3,1993,1004.2,1009.3,16.4,16.5,33,40,34.8,21.2,0,2.99,0.95
17,3,1993,1005.5,1009.8,16.8,10.8,35,29,33.8,21.4,0,3.04,1.01
18,3,1993,1004.8,1010.8,12.7,7.5,28,20,33.4,18.6,0,3.34,0.83
19,3,1993,1006.1,1011.1,11,22.5,24,62,33.7,18.6,0,3.03,0.93
20,3,1993,1006.1,1010.9,21,24,50,66,32.2,24.4,0,2.73,1.17
21,3,1993,1006,1011.1,17.8,27.6,42,71,32.4,22.2,0,1.59,1.62
22,3,1993,1007.8,1011.9,15.7,27.9,37,76,32.6,20.1,0,1.59,1.62
23,3,1993,1007.8,1011.3,27.2,29.7,71,77,33.3,23.2,0,2.13,1.4
24,3,1993,1008.6,1011.2,25.6,27.6,76,73,33.3,21,0,2.2,1.3
25,3,1993,1008.2,1010.6,21,22,60,79,25,20.8,3.3,1.8,1.38
26,3,1993,1009,1010.4,23.5,25.6,91,76,32.4,20.8,38.5,2.85,1.38
27,3,1993,1005.8,1010.1,27.3,25.9,71,82,30.7,21.8,8.2,3.47,1.16
28,3,1993,1009.3,1014.4,20.1,13.7,53,41,29.9,20,38.5,3.44,0.9
29,3,1993,1011.7,1015,13,17,36,54,31.8,17.6,0,3.39,0.89
30,3,1993,1011.3,1014.8,13.2,15.8,32,45,31,18,0,3.41,0.82
31,3,1993,1009.4,1012.2,13,17.9,32,48,34.8,18.4,0,3.48,0.76
1,4,1993,1007.9,1011.7,11.9,29.7,26,79,35,22.9,0,3.07,1.25
2,4,1993,1006.4,1010.2,29.3,31.9,61,85,33.4,25.4,0,1.88,1.44
3,4,1993,1006.8,1011.9,32.4,29.7,72,73,35.6,23.8,0,3.19,0.96
4,4,1993,1007.8,1012.2,21.3,24.6,43,58,36.3,24.6,0,3.19,0.95
5,4,1993,1007.8,1012.2,17.5,17.4,35,42,36.5,22.2,0,3.42,1.38
6,4,1993,1008.4,1011.3,13.1,25.9,23,59,38.2,24.8,0,3.14,1
7,4,1993,1006.1,1009.3,24.3,21.8,46,52,37.7,23.5,0.5,3.19,0.97
8,4,1993,1004.3,1008.5,28.4,19.5,52,62,35.6,21.6,11.2,3.21,1.31
9,4,1993,1003.9,1009.6,26.7,20,65,58,33.4,19.3,41.9,3.35,1.38
10,4,1993,1007.7,1011.3,26.4,29.5,65,74,34.2,24.2,0,2.89,1.08
11,4,1993,1007.4,1010.4,27.6,31.3,65,75,33.5,25.6,0,2.83,1.73
12,4,1993,1004.2,1009.6,29.5,22.9,71,63,32.4,20.6,0,3.08,1.49
13,4,1993,1005.6,1011.4,26.7,22.9,67,80,29.2,19.2,11.6,2.62,1.71
14,4,1993,1011.6,1015.4,23.8,27.4,67,72,32.2,21.6,0.2,2.65,1.63
15,4,1993,1011,1014.7,28.1,29.1,68,71,34.6,23.6,0,3.29,1.24
16,4,1993,1009.1,1011.5,33,31.7,71,75,36,26,3.3,3.27,0.93
17,4,1993,1006,1009.7,19.7,31.1,36,69,37,25.9,0,3.4,0.81
18,4,1993,1004.8,1008.1,16.3,30.7,29,69,35.7,26.8,0,3.06,1.08
19,4,1993,1004.3,1008.9,28.9,32.4,54,72,36.7,27,0,2.28,0.98
20,4,1993,1004.5,1009.8,24.6,33.8,49,80,35.4,26.2,0,3.26,1.35
21,4,1993,1004.7,1010.6,32.6,28.3,69,76,34.8,24.6,0,3.3,1.21
22,4,1993,1004.7,1009.3,31.9,31.1,63,72,35.3,25,0,3.38,1.02
23,4,1993,1005.2,1008.1,27.1,31.3,57,77,33.4,25.8,0,2.23,1.67
24,4,1993,1003.4,1008,31.5,30.5,68,70,33.8,22,6.6,2.8,1.75
25,4,1993,1004.2,1009.2,33.4,23.5,74,60,34.4,22.6,4.1,3.33,1.06
26,4,1993,1003.9,1007.4,27.3,25.8,58,60,34.8,23.4,0,2.95,1.05
27,4,1993,1002.9,1005.1,30,32.4,62,72,36,26,0,3.1,1.12
28,4,1993,1000.7,1003.5,33.2,33.4,67,77,35,27.2,0,2.88,1.64
29,4,1993,1002.7,1006.3,32.4,31.1,70,85,34.5,22.4,0.5,2.62,1.79
30,4,1993,1004.9,1005.9,24.6,29.5,96,74,32,21.1,46.6,2.62,1.54
1,5,1993,1001.8,1002,31.5,34,74,79,35.5,26.8,0,2.97,1.54
2,5,1993,998.4,1003,32.2,34.8,77,81,35,25.2,0.2,2.02,1.64
3,5,1993,999.7,1002.5,35.7,35.7,75,77,34.8,28.2,0,3.11,1.78
4,5,1993,999.4,1002.8,35.2,35,77,76,34.5,28.8,0.2,3.52,2.09
5,5,1993,999,1002.6,35.2,35.7,77,75,36.4,29.2,0,3.35,1.18
6,5,1993,999.8,1003.8,36.5,34.4,71,75,35,28.2,0,2.9,1.8
7,5,1993,1000.4,1005.4,34.4,35.2,73,79,34.2,24.3,0,3.11,2.12
8,5,1993,1002.5,1007.4,33,34.6,71,70,35.6,24.9,0,3.45,1.48
9,5,1993,1003.1,1007,34,33.3,69,74,35.4,26.8,0,3.33,1.54
10,5,1993,1002.5,1007,32.1,27.9,68,70,34.3,21.6,14,3.47,1.02
11,5,1993,1002.7,1007.4,30.2,24.4,65,88,33.8,21.7,10.4,3.25,3.03
12,5,1993,1002.2,1005.6,34.2,34.8,70,75,35,26,0,3.53,1.14
13,5,1993,1002.1,1005.2,34.8,33.2,75,70,35,28.2,0.3,3.47,1.67
14,5,1993,1002.7,1007.9,32.2,31.5,69,72,34.2,22.1,2.6,3.45,1.08
15,5,1993,1005.1,1007.8,24.3,31.9,55,70,34.4,25.6,0,3.55,1.53
16,5,1993,1002.8,1004.9,31.9,32.8,69,76,34,28,0,3.53,2.61
17,5,1993,1000.1,1005.2,31.1,38.7,69,66,35.8,24.2,0,3.43,1.21
18,5,1993,1001.6,1006.2,31.1,33.4,64,74,34,28.3,0,2.26,1.52
19,5,1993,1006.6,1007.3,25,28.9,94,75,33.3,21.6,7.1,3.06,1.38
20,5,1993,1003.6,1007.6,33.4,32.1,74,73,35,26.6,0,3.44,1.16
21,5,1993,1003.4,1009,30.7,29.1,61,71,35.8,24.7,0.2,3.5,0.86
22,5,1993,1003.2,1009,24.4,28.4,48,67,35.2,23.8,0,3,1.32
23,5,1993,1003.5,1007.7,29.7,31.9,60,71,36.8,26.4,0,3.5,0.84
24,5,1993,1002.2,1005.2,31.5,34,61,73,36.2,26.4,0,3.45,1.28
25,5,1993,999.1,1002.9,28.9,33.8,58,74,36.6,26.8,0,3.24,1.39
26,5,1993,1001.9,1006,25.2,33.2,86,72,33.7,22.8,47.2,2.47,2.01
27,5,1993,1002.4,1007.5,28.9,29.1,70,83,30,24.5,1.1,1.68,1.61
28,5,1993,1001.3,1003.8,27.1,33.6,67,78,33.6,25.6,0.4,3.3,1.26
29,5,1993,998.8,1001.1,29.5,30.2,76,76,33.7,24.2,28,3.3,1.26
30,5,1993,996.8,998.2,30.7,33.4,84,77,33.7,25.6,0,2.38,1.42
31,5,1993,996.9,1000.1,28.8,34.4,93,75,35,23.7,32.8,2.51,1.62
1,6,1993,997.9,1002.3,37.6,37.4,72,77,35,29,0,2.67,1.71
2,6,1993,1001.1,1002.8,26.6,36.9,70,84,35,24.8,1.1,2.25,1.55
3,6,1993,999.9,1003,30.5,36.3,65,73,35.5,27.5,0,3.3,1.58
4,6,1993,1000.3,1004.3,35.2,34.6,72,70,35,28.3,0,3.31,1.48
5,6,1993,999.9,1004,32.4,33.6,67,76,34.6,23.6,8.1,3.52,1.6
6,6,1993,998.3,1001.5,29.3,35,60,73,34.8,23.5,0,3.27,1.84
7,6,1993,997.3,1003,31.1,33.6,63,76,34.7,23.8,18.1,3.34,2.04
8,6,1993,1000.6,1003.8,33.2,35.7,69,75,35,27.6,0,3.17,1.16
9,6,1993,1001.4,1005.2,30.4,35,61,86,36,26.2,0.8,2.85,2.34
10,6,1993,1002.1,1003.5,32.1,34.9,61,73,35.8,28,0.6,3.53,1.57
11,6,1993,1000,999.3,31.5,27.4,61,62,35.2,23.4,21.3,3.31,1.97
12,6,1993,997.6,998.3,34,35.2,66,77,34,26,0.8,2.44,2.01
13,6,1993,995.9,999.9,31.9,32.4,78,86,33,25.5,0,2.79,1.84
14,6,1993,998.7,1001.8,31.9,33.6,71,75,33.2,26,5.3,2.85,1.43
15,6,1993,998.5,1001.5,33.6,32.4,82,78,32.2,26.8,2.3,2.87,2.04
16,6,1993,998,999,33.4,33,86,95,29.4,25,20,1.73,1.66
17,6,1993,994.8,992.9,34,33.2,95,97,30.8,25.6,19.1,2.11,1.88
18,6,1993,988,993.3,32.8,30.9,85,93,28.6,25.5,26.2,0.66,0.61
19,6,1993,995.6,999.8,32.2,33.8,83,83,32.6,26,23.6,2.19,1.83
20,6,1993,997.8,1000,35.2,34.8,79,77,35,26.9,0,2.05,1.65
21,6,1993,998.3,1002.2,35.4,30.9,73,70,33.6,25.6,0,1.93,1.73
22,6,1993,999.5,1004,33.6,31.3,82,97,29.4,25.4,21.1,1.22,1.06
23,6,1993,1000,1000.8,34,33,92,95,31,24.4,70.7,2.79,1.71
24,6,1993,997.7,997.3,34.4,32.4,88,82,31.4,25.7,12.4,2.25,1.61
25,6,1993,994.6,996.1,34.6,33.6,91,78,31.3,26.6,1.7,1.96,1.56
26,6,1993,994.8,1000.2,32.6,32.2,83,93,32.2,25.3,38.1,2.69,2.12
27,6,1993,999.6,1003.2,32.8,35,76,73,33,27.4,0.4,2.98,1.52
28,6,1993,1000.4,1003.2,34.8,35.7,92,77,34.6,26.9,5.2,3.5,1.29
29,6,1993,999.3,1001.7,35.4,37.4,73,78,34.8,28,0.3,2.58,1.58
30,6,1993,997.2,998.8,36.3,36.1,80,85,33.4,27.5,0.3,2.46,1.72
1,7,1993,997,998.4,36.3,34.6,76,76,34.5,26.3,14.2,2.29,1.8
2,7,1993,1001,1001.5,33.4,37.6,86,79,34.8,28.2,0,2.94,1.96
